Feature	Number of Connections
MUC13.4	0
EXOC4.1	0
RPL36AP45	0
ZFYVE26.6	0
AL021368.3	0
hsa-miR-5001-3p	0
AC108673.3	0
AL136981.3	0
LILRP2	0
PLA2G4A.1	0
THRAP3.36	0
Z98886.1	0
SLC3A1	0
CALY	0
MRPS31P5	0
AC005696.3	0
RPS15AP27	0
AC067930.3	0
IGHV3-13	0
RN7SL205P	0
BBC3	0
AC015813.3	0
FBXL5	0
TMBIM1.1	0
TOR2A	0
AC116351.2	0
AP001273.1	0
NES.16	0
SCYL1	0
IGKV1D-16.1	0
RN7SL434P	0
hsa-miR-4430	0
KDM3B.5	0
AC087501.4	0
CLEC6A	0
WDR6	0
AL662791.2	0
AC009107.2	0
ESRRG	0
MYH6	0
CDC42SE2	0
AC104073.2	0
CCNL2	0
DTL.6	0
SPATA22	0
AC008972.1	0
TIGD5	0
NELFB	0
CRYBG3.5	0
AF279873.1	0
NUDCD3	0
AC007000.2	0
PROM1	0
TMCC3.4	0
AC019185.1	0
MIR4751	0
NOXRED1	0
TIMM29.1	0
AC005014.2	0
CXCR2	0
NOMO1	0
LINC01968	0
HUWE1.8	0
COBLL1	0
AL022324.2	0
TTC39C-AS1	0
C11orf58.1	0
DOCK6.14	0
AC007993.2	0
HS1BP3	0
RNF169.11	0
ARHGEF18.1	0
AC010894.5	0
ABL1	0
ZNF341	0
BLACE	0
AC093765.4	0
AP002991.2	0
SLC2A4RG	0
CTTNBP2NL.1	0
MFFP1	0
ZNF784	0
AL445471.2	0
P2RX5	0
AL352979.3	0
MARK2P17	0
hsa-miR-6858-3p	0
hsa-miR-6805-5p	0
AC138028.1	0
TMEM274P	0
FAM3C	0
AC034245.1	0
RN7SL592P	0
FTH1.1	0
UAP1L1.1	0
PHOX2B-AS1	0
IL16	0
RUFY1	0
SRP72P1	0
MARCKSL1.2	0
FZD6.2	0
HSD11B1L	0
LINC00293	0
hsa-miR-6501-3p	0
TAP1.2	0
FBLN7	0
FAM53C	0
MTRNR2L10	0
AIF1.1	0
CLASRP	0
CEACAM20	0
EEF1A1P42	0
AC099786.2	0
DND1P1	0
MICALL1.15	0
TTTY4	0
L1CAM.1	0
KCNMB2-AS1	0
TESK2	0
IGHV3-66	0
ZNRF2P1	0
AC002059.2	0
AC069421.2	0
RPE65	0
C6orf120	0
POU5F1P6	0
DBIP2	0
C16orf86	0
AC087318.1	0
AP001007.1	0
hsa-miR-6720-3p	0
RPL7P13	0
HCFC1-AS1	0
AC010247.1	0
AC040162.3	0
AC012508.3	0
TRHDE	0
PDS5B	0
SNORD83B	0
hsa-miR-449c-5p	0
AL353597.2	0
ANK2.7	0
hsa-miR-192-5p	0
TBC1D3P5	0
SLFN12L	0
RREB1.2	0
LRBA.10	0
AL356489.4	0
RPRD2.6	0
FBXL19	0
AL157400.4	0
SPEG.34	0
JMY.1	0
AL353807.4	0
RTN4.2	0
NUDT3	0
MIR583HG	0
AC080005.1	0
PNPLA7	0
AC079363.1	0
CWC22.1	0
LUZP2	0
AL669841.1	0
H4C10P	0
UBXN7.2	0
SHROOM3.2	0
AC013644.1	0
TRAF5	0
TRAPPC2L	0
IL6ST	0
PCNX3.2	0
RAD52	0
RNU1-57P	0
SERPINA3	0
FBXL4	0
MLXIPL.2	0
AC148477.3	0
hsa-miR-612	0
CAMSAP3.17	0
LINC01668	0
RBM22	0
NEFH.8	0
KMT2D.21	0
AL139785.1	0
ALDH2.1	0
AC006076.1	0
AFAP1.5	0
HPS3	0
AC106739.1	0
AL110118.2	0
DGKZ	0
IGKV2D-29	0
MYADM.2	0
AL355516.1	0
AC139718.1	0
RGS2	0
AC007448.3	0
GIMAP4.1	0
BX284632.2	0
MIR3917	0
PPP1R2P6	0
FGF7P5	0
AOX3P	0
HLA-DPB2	0
DENND4A.1	0
ZFP37	0
AL031963.3	0
POM121	0
ARHGEF19	0
HLA-DQB1	0
RN7SL2	0
CEBPA-DT	0
PARN.2	0
C1QC.1	0
KLF16.1	0
FRS3	0
DHX29	0
LINC02844	0
LINC02651	0
TATDN2P3	0
CD68	0
LINC02655	0
CEP170P1	0
MIB2	0
AC022509.1	0
ANO10	0
IGKV1D-27	0
NOP56P2	0
PGAM5	0
AC133644.1	0
U2SURP.6	0
MAN1B1.1	0
UROD	0
AL121835.2	0
PTBP3.1	0
STK38.1	0
ENO1.2	0
LY86	0
FECH	0
CD300LB	0
AC084018.4	0
AFTPH	0
HMGB1P14	0
AC008770.3	0
KRT8P35	0
DOCK7	0
FAM120A	0
AC106820.5	0
RIC8A.1	0
PDE6H	0
FBXO21	0
AC226119.1	0
AP000787.2	0
RAD9A	0
NBPF18P	0
RNU6-403P	0
GABRE	0
DCAKD	0
PRR7	0
AC007738.1	0
MAP7D3	0
AC083855.1	0
FAM117B.5	0
E2F3	0
AC104653.2	0
EPS15L1.11	0
TUBB	0
GJB3	0
RNF26	0
METAP1D	0
AL158829.1	0
NUCKS1.7	0
XRCC1.8	0
AL121768.1	0
SLC48A1	0
SNX33	0
BRD8.1	0
SPDYA	0
TMC1	0
ACOT11	0
PRUNE2.36	0
AC007598.3	0
AC068580.5	0
AC012507.2	0
LAS1L.3	0
AC027088.3	0
RPL5P27	0
RSF1.13	0
VN1R96P	0
DEFA4	0
hsa-miR-199b-3p	0
ING1	0
TRIM40	0
POF1B.1	0
LINC02420	0
MRPL42P6	0
ATXN7L2	0
FHAD1	0
RNF14P1	0
BRINP3	0
ZC3H14.9	0
IGHV3-23	0
SRY	0
GPATCH8.4	0
LINC01637	0
RNF126	0
AC026362.1	0
AL031847.1	0
SPDYE19P	0
LSM14B	0
LINC00891	0
SCIMP	0
VN1R88P	0
NAT10	0
HMGN2P41	0
COX6CP13	0
IGHV3-30	0
ARHGEF35	0
DYNLL1	0
RPL23AP66	0
CD274	0
SLC25A10	0
AC018868.2	0
LINC02723	0
CD209	0
AC090643.2	0
GAS7.3	0
RAI1.8	0
MAOA	0
AC020910.6	0
IHH	0
CD99P1	0
PNMA6B	0
RNF40	0
RHBDF1.5	0
MAP4.28	0
KAT7.1	0
OLFML2A	0
C19orf44	0
RN7SKP43	0
QRSL1	0
AC109315.1	0
IL1R2	0
RBL2.11	0
ZNF875	0
PARP4.7	0
AL049636.1	0
Z95114.3	0
AL031595.2	0
PDK3	0
ANKRD44	0
HOMER1	0
CFAP410	0
ELN-AS1	0
PPP4C	0
CLIP1-AS1	0
SUN1	0
ANKRD33B	0
AC211469.2	0
MEPCE.1	0
CD79B	0
C2CD2.2	0
WARS2-AS1	0
RAB40C	0
IPO11	0
BRD9	0
MED26.1	0
AD000090.1	0
SLC1A2	0
AC073349.5	0
AL034555.1	0
APC.6	0
hsa-miR-4526	0
DYNAP	0
BX284613.2	0
SELENOP	0
CDHR5	0
IRF2BP2	0
GMIP	0
PLD4	0
SHANK2-AS3	0
ST13P15	0
HS3ST3B1	0
C1QA	0
SPG7	0
LTO1	0
hsa-miR-3124-5p	0
hsa-miR-6509-3p	0
FAS	0
IGKV3-15	0
COX19	0
INTU	0
AC097468.4	0
ALDH7A1P3	0
SH3BGRL2	0
CD1C	0
EXOC7	0
EIF2B2	0
GOLGA5P1	0
ZC3H4.1	0
TOP2B.7	0
FCRL5	0
SPRR1A	0
CSN3	0
LINC01388	0
TSC22D3	0
SRSF9.1	0
NIP7P2	0
GEMIN4	0
AP000593.4	0
TRBV21-1	0
AL391832.4	0
MANF	0
LRRC14	0
SFSWAP.1	0
F11R.2	0
NEFM.3	0
hsa-miR-3180-3p	0
UNC93B1	0
AL928596.1	0
RUBCN	0
LINC02462	0
KDELR3	0
TPRA1	0
ARHGAP25.4	0
PCDH1.1	0
hsa-let-7f-5p	0
AGBL5-IT1	0
GREB1	0
JUND.1	0
RING1.4	0
YIPF3	0
AC084819.1	0
CTXN3	0
RNU2-68P	0
AC108868.1	0
LINC01873	0
AKR7A2	0
CDH12P4	0
AC092746.1	0
AC019159.2	0
AC209007.1	0
MRPL10	0
SNRK.6	0
AL355097.1	0
PRSS29P	0
LEMD2	0
IL2RB	0
AC093270.2	0
PRPF38A.2	0
AMN	0
FAM155B	0
LINC01055	0
AC009955.4	0
TAB1	0
FAM193A	0
AL049634.1	0
DTNBP1.1	0
DDX19B	0
FTH1P27	0
NPY	0
LINC02217	0
GRID2IP	0
CPB1	0
AC011239.2	0
ARMCX3.1	0
LINC02437	0
H3C9P	0
ZNF638.9	0
KRT8	0
UNK.1	0
C2orf49.1	0
AC074011.1	0
PUM1.4	0
TRERF1.3	0
AC090541.1	0
IGKV2-18	0
AC022146.2	0
hsa-miR-3622a-3p	0
ZNF667	0
IGKV1-17	0
THOC5.1	0
PPIAP46	0
UPF3A	0
STRN	0
OR9Q2	0
GTSCR1	0
ZCCHC2	0
LDLRAD4-AS1	0
ZNF500	0
SLC6A13	0
AP001062.3	0
THRAP3.28	0
MFSD9	0
ZNF668	0
hsa-miR-3928-5p	0
TMEM80	0
GTF2IRD1.1	0
SRGN	0
TRIM33.3	0
AC103681.1	0
CHAF1A	0
YTHDC2.2	0
AC148477.2	0
ARFGEF3.4	0
hsa-miR-410-5p	0
AC118282.1	0
AC006369.1	0
ANPEP	0
TRIM24.3	0
ADGRL4	0
IRF2BP2.1	0
CDC42P2	0
CEP89	0
AP000974.1	0
GPR183.1	0
HMGB1P27	0
AP001407.1	0
APOL3	0
CTSC.1	0
SSTR3	0
AL138731.1	0
KRT23.4	0
ZNF92P2	0
PSME3	0
MIR635	0
RAB44	0
AC008629.3	0
ADGRE5.2	0
COPS4	0
AC074276.1	0
LINC00398	0
BRD7P2	0
KHNYN	0
AP003064.1	0
SCAF4	0
SPPL2B	0
HEPN1	0
AL160408.3	0
DBX2	0
SHISA7	0
AC100788.1	0
AC073488.8	0
RPL36AP51	0
RRM2.1	0
hsa-miR-1305	0
VIP	0
PWWP2B	0
TACR3	0
SEC11A	0
CEACAM16	0
MACROH2A1.1	0
AC099518.4	0
SF3A3P1	0
AC079248.1	0
LINC01991	0
ZXDC	0
LENG8-AS1	0
PHLDB3	0
PTPRC.4	0
FAM25C	0
LRMP	0
SEMA4A	0
AL355990.1	0
hsa-miR-6892-5p	0
AL035045.1	0
THYN1	0
AL137786.1	0
SMYD5.1	0
LINC02626	0
RN7SL30P	0
CNKSR1	0
CPNE5	0
RGPD8	0
PHF2.7	0
IL21R	0
AC063977.6	0
AC099513.1	0
RNU6-244P	0
AC090518.2	0
LCP1.1	0
NAT10.1	0
hsa-miR-4700-5p	0
GMDS-DT	0
PPP1R18.2	0
CCNJP2	0
LINC01926	0
FAM83F.1	0
RREB1.3	0
SRRM2.148	0
LINC00885	0
LINC02139	0
ASS1P2	0
TBC1D5.6	0
RPL35AP23	0
MED12L	0
ADD1.12	0
FAM114A2	0
GRAP2	0
MED24.1	0
HNRNPA2B1	0
VN1R11P	0
C7orf69	0
AC074091.1	0
LINC02397	0
MRPS10P2	0
OR1L1	0
AL356276.2	0
KMT2A.7	0
TULP3	0
AL136181.1	0
hsa-miR-1301-3p	0
PLPBP	0
AC022140.1	0
AC006210.2	0
LINC02690	0
AL049650.2	0
AC009268.1	0
ZNF318.20	0
FP475955.1	0
ENGASE.1	0
PDE11A-AS1	0
AL160236.1	0
ELAC2	0
XRCC1	0
THRAP3.4	0
SLFN5.1	0
HNRNPUL2	0
EXOC1.3	0
AC002059.3	0
LSP1.5	0
DEFB109B	0
ZSWIM9	0
EXD2	0
LAX1	0
AL009172.1	0
AL392023.2	0
AL157884.3	0
MAP7.8	0
AL355312.2	0
LAMC2	0
RNF214.3	0
AC245884.8	0
PARP4.4	0
ARHGAP4	0
AC141930.1	0
PI4KA.2	0
CLCN7	0
PPP2R1A	0
GABARAPL2	0
BX323845.3	0
HNRNPH3.2	0
AC004594.1	0
KCNQ1.2	0
DLX6-AS1	0
AC112492.1	0
FAM171A1.5	0
CEMIP	0
PMP22	0
C10orf71	0
ZMYM2.3	0
KDM1B	0
TRAV15	0
TCF12.2	0
AC079600.1	0
AL136452.1	0
AC007785.1	0
ATP5MF-PTCD1	0
ADGRG3	0
AL139020.1	0
DMWD	0
RAPH1.2	0
CAMSAP1	0
OSBPL10.6	0
COL19A1	0
GPSM2.1	0
AC003092.1	0
AC008494.1	0
RNPC3	0
AC106873.3	0
PSMD4P1	0
RNF34.1	0
hsa-miR-3910	0
BPY2C	0
hsa-miR-6858-5p	0
RBM14.1	0
ANKS6	0
CEACAM4	0
MEX3C	0
PPP6R1	0
CAP1	0
MLLT1	0
CCS	0
SAR1A	0
JAK3	0
ANHX	0
C17orf64	0
CPNE8	0
KCNK13	0
RBBP6.16	0
TRAPPC12.2	0
AC093277.1	0
AL390955.2	0
CLIP1.6	0
AC087623.2	0
AVEN.2	0
PLEKHG5	0
LINC01376	0
C4orf19	0
NUCB2.1	0
MTCO1P40	0
SNAPC2	0
RSL24D1P2	0
NELFA.1	0
NFAM1	0
IRF1	0
AC025449.2	0
AC133550.2	0
UBE2R2	0
AC073488.11	0
LINC02571	0
MAP3K3.9	0
MYO9B.13	0
hsa-miR-6774-3p	0
BTK.1	0
AL450023.1	0
ZFP36L2.2	0
RASGRP4	0
NCOR1P3	0
AC005224.3	0
ADPRH	0
FCHO2.13	0
SIK2	0
AC126365.2	0
DPH7	0
NEFM.8	0
MACROH2A1	0
UBAP2L	0
C2orf49.3	0
PRAMEF2	0
MAPK14.1	0
WBP4	0
AL160006.1	0
AC005160.1	0
TMEM51.3	0
REPS1.17	0
HTRA2	0
DAB2.9	0
SCG2.1	0
hsa-miR-3939	0
AC022126.1	0
JRKL	0
SPINK6	0
SULT2B1.2	0
AC008958.1	0
AC012354.9	0
TASOR2.9	0
HNF1B	0
C6orf163	0
hsa-miR-126-3p	0
LRP5	0
TRIT1.1	0
SYTL1	0
RN7SL800P	0
WBP11	0
AL354989.2	0
AL139354.1	0
RN7SL229P	0
AP000919.1	0
GMEB2	0
STK25	0
SPATA18	0
AC107302.1	0
C6orf223	0
SEC16A.33	0
UTP11	0
TMEM253	0
CASKIN2	0
hsa-miR-6731-5p	0
STIM2.12	0
LINC02299	0
GNPAT	0
SMC5	0
hsa-miR-3607-5p	0
AP001825.1	0
ZNF106.3	0
TRIM52	0
HAR1B	0
NACA	0
DAZAP2P1	0
STAT1.1	0
ACVR1B	0
GRB7	0
HOXB5	0
SF3B2	0
AL359081.1	0
SLC2A2	0
SLC7A6	0
AC060234.1	0
hsa-miR-6851-3p	0
AC008764.2	0
GOLGA5.1	0
UBE2Q1-AS1	0
ANXA13	0
ANKZF1.2	0
AC133435.1	0
PRSS45P	0
SNX9.3	0
AC073176.2	0
PLIN4.2	0
CHGB	0
BET1P1	0
KIR3DX1	0
FOXD2.1	0
EEF1A1P38	0
C18orf32	0
AC008555.6	0
FAM90A21P	0
EIF5A	0
GPAT2P1	0
ARHGAP25.3	0
GRPEL2P2	0
C1QC	0
BX005214.3	0
PLXNA1	0
HSD11B2	0
FAM171B	0
RAC2	0
MPHOSPH10	0
CDK13.5	0
AC116353.1	0
RPS3AP41	0
SIGLEC17P	0
RETREG1	0
AC005699.1	0
AHNAK.65	0
AC244255.1	0
KDM3A.4	0
CTNND1	0
IGKV3-7	0
RN7SL630P	0
UQCRHP1	0
OR52N4	0
KCNQ1.1	0
LIMD1.5	0
SRSF12.1	0
P2RY10	0
RNU6-1051P	0
AC106791.3	0
JPH2.17	0
AC004217.2	0
MGAM	0
KRT8P43	0
ENOX1-AS2	0
CYTIP.2	0
LRCH4.5	0
ATXN2.10	0
CT70	0
hsa-miR-670-3p	0
AC244472.1	0
MYO18A	0
AC005100.2	0
AC060814.4	0
FAM81B	0
AKT3	0
RPL22P3	0
XYLT2	0
UBE2O.18	0
CFTRP3	0
CU639417.4	0
AC233992.3	0
STAG3L5P-PVRIG2P-PILRB	0
ZNF358.3	0
KCNJ8.1	0
IL1RAP.2	0
LINC02526	0
CT45A5	0
SART1	0
AC138304.1	0
RPL37P23	0
POLD1.1	0
ZNF728	0
FAM160B1	0
TONSL.3	0
WNT5A	0
RASSF5	0
NF1P10	0
MARK2P12	0
ADGRG4	0
GTF2IRD2P1	0
AL359233.1	0
MRPL58	0
PSMB9	0
SDC3	0
WAS.2	0
BCL9L.6	0
IL1F10	0
AL121757.3	0
hsa-miR-628-5p	0
WASHC2A	0
SF3A3.1	0
AC055854.1	0
BRD3	0
AP001453.3	0
hsa-miR-4795-3p	0
DKC1.6	0
YWHAEP7	0
CHD8	0
WDR44.5	0
DOCK10	0
SRGAP3.1	0
BOD1L1.3	0
PLEKHA5.1	0
LILRA5	0
AL162414.1	0
CTBP2P5	0
FOXK1.4	0
LDLR	0
KBTBD11.2	0
EHMT1	0
GZMA	0
LINC02346	0
GPR183.2	0
SGTB	0
AC106800.3	0
URB1	0
DAAM1	0
ACTN4	0
RAD51-AS1	0
LINC00588	0
ACSS2	0
AL031726.2	0
TTN-AS1	0
SIPA1.1	0
NAA30.4	0
WASH8P	0
AC018645.2	0
AC008875.2	0
PLD6	0
UTP14A	0
CTDSP2	0
SLCO2B1.1	0
MRPL22P1	0
RN7SL184P	0
KLK8	0
HNRNPA1P47	0
EPHB3	0
LST1	0
AL031259.1	0
BTF3P14	0
TTTY4C	0
AC016722.1	0
RPL6P25	0
CYTH2	0
Z82215.1	0
IRF2BP1.1	0
GCSAM	0
AC125613.1	0
LYPD3	0
INPP5E	0
NHS.8	0
PRKDC	0
hsa-miR-3678-3p	0
RAD54L2.1	0
AC015911.8	0
HOXB9	0
LIG3	0
LCE3E	0
hsa-miR-487a-3p	0
ARHGAP33	0
AC067942.1	0
AL445685.1	0
AL138787.2	0
TESPA1	0
VAPB	0
AC002350.2	0
VAV1	0
HIF1A	0
TRIM43	0
PDE4B	0
RPRD2.19	0
AL161669.3	0
TRBV1	0
KRT19.12	0
PRRC2C.15	0
AC007773.1	0
BUD13.8	0
DKKL1P1	0
LETM1	0
AC093909.2	0
PIDD1	0
EIF3B.2	0
ZBTB9	0
AC010536.1	0
AC069023.1	0
HNRNPH3.1	0
ZNF318.9	0
ROCK1P1	0
LMO7.1	0
RNA5SP201	0
DCUN1D2	0
VEZF1	0
MAGI1.1	0
CDK13.17	0
AL359073.1	0
AL121758.1	0
APTR	0
AC010333.2	0
AC106872.5	0
CDHR1	0
CACNB4	0
TDRKH.1	0
PLS1	0
LINC01516	0
GEMIN8	0
TRIM28	0
AF165147.1	0
C1orf216	0
NCF2.1	0
PPP1R12A.18	0
FOXD2	0
PCAT1	0
HNRNPA1P21	0
LMX1B	0
CENPA	0
VARS1	0
FAM120A.1	0
SP100.1	0
MLYCD	0
SAMHD1	0
AC010203.1	0
CCNYL4	0
C11orf95	0
NECTIN1	0
SLC4A1AP.2	0
SAMSN1-AS1	0
TRPC3	0
MAP3K4.3	0
KIF13A.3	0
C12orf56	0
AP003396.2	0
SCAI	0
MBP.2	0
GTPBP1.3	0
ADD1	0
KCNA4	0
ITGB4.10	0
TCEA1	0
RIPOR2	0
PAK2.10	0
EPS8.11	0
SCN7A.5	0
ZC3H13.18	0
AC124283.5	0
AC009533.5	0
CD5L	0
AC091817.1	0
AC091390.5	0
IL16.1	0
AC007327.2	0
AC022405.1	0
RAD54L	0
AL731575.1	0
AKNA.2	0
YTHDC2.9	0
ZP1	0
GGA2	0
TCERG1	0
REPS1.19	0
AC087260.1	0
DNMBP	0
AC006486.1	0
IFI30.1	0
AL160004.2	0
LINC02105	0
TTTY9B	0
ARHGAP20	0
DHX8	0
ZNF736P11Y	0
SSRP1.2	0
MUC1	0
AC245033.2	0
VPS13D.14	0
AL512356.4	0
TEPP	0
AC093074.1	0
AC098817.1	0
RPS2P39	0
PCDHB17P	0
LINC00886	0
CHKA	0
BIRC7	0
RPL34P22	0
TNS3.16	0
AMPH	0
RBM15B	0
AC013472.2	0
LINC02692	0
NTSR1	0
ZC3H18.4	0
EXOC1	0
CSN1S1	0
DHX38	0
ERF.3	0
GCK	0
CCT6P3	0
AC118549.1.1	0
BOD1L1.4	0
AC005871.2	0
EDC4.1	0
OTUD4	0
SERPINB9	0
TSPAN1	0
AL590326.1	0
TP53I3	0
hsa-miR-4688	0
AC011491.2	0
ZNF318	0
PARP12	0
AC062020.1	0
AC008269.1	0
LY6G5C	0
hsa-miR-30a-3p	0
ZIK1	0
AL162456.1	0
APOA1	0
ALKBH4	0
ADGRL2	0
AL590240.3	0
AC244517.4	0
SCG3	0
KRT19.4	0
AC092164.1	0
MISP.2	0
STIP1	0
EIF5A2P1	0
KRT73-AS1	0
hsa-miR-4655-3p	0
EMILIN2.1	0
SMAD2	0
CYBRD1	0
hsa-miR-4423-3p	0
LINC01746	0
AC011452.1	0
RGS5	0
PKP2.19	0
MED1.9	0
LY6L	0
PPP1R1B	0
GOLIM4.1	0
PRIM2	0
RAF1	0
MAPK1IP1L	0
PIK3R5	0
PIP5K1A	0
AC009262.1	0
AC040174.2	0
IGLV2-8	0
PCIF1.3	0
hsa-miR-124-3p	0
EIF4EBP1.1	0
AL353803.2	0
CCT6P2	0
TOMM20	0
NCOA5	0
EHD4-AS1	0
MOGS	0
DDX58	0
AAAS.1	0
AC005034.4	0
hsa-miR-1245b-5p	0
TRMT1L	0
GATAD1	0
SLTM.5	0
AC127526.4	0
TNS1.31	0
RETREG3.7	0
ZEB2.2	0
DOCK4	0
AL353729.1	0
AC002116.1	0
AC096642.2	0
SNORD88A	0
LEO1.12	0
ERF	0
CTNND1.2	0
LIFR	0
IGHV7-56	0
RAB38	0
CHRNA9	0
NRG3	0
VAV1.1	0
SEPTIN6.2	0
AL109653.3	0
TIMM44	0
NOL7	0
FES	0
SPEN.13	0
ELF1.2	0
HDGF.5	0
RPS6KA3	0
TCOF1	0
AL513013.1	0
CLEC4O	0
AC087276.3	0
TOMM70	0
LINC01539	0
RFFL	0
SYN1.6	0
VCPIP1	0
AC060814.2	0
TRBV10-2	0
LEO1.19	0
AP2B1	0
PSG8	0
hsa-miR-141-5p	0
AL118508.3	0
LAIR1	0
AC087857.1	0
CECR7	0
LINC02821	0
SMIM21	0
AC127496.7	0
SPANXA2-OT1	0
C15orf39.2	0
AC099654.4	0
AC110602.1	0
AC016825.1	0
AL450313.1	0
SRRM2.110	0
APOC3	0
ADAM28	0
LINC00945	0
SH2D5	0
COG4	0
BRPF1	0
NCF4	0
ARHGAP31.6	0
DPRX	0
SLF2.1	0
JUP	0
DISC1-IT1	0
ERVFRD-1	0
AC060234.3	0
STK24	0
FP236383.7	0
H2BP2	0
DGKD	0
AL391839.1	0
MTND4P12	0
AC012508.1	0
AL161909.1	0
DCLK2.2	0
AC010524.1	0
SLFN5	0
AC092120.3	0
LINC01215	0
AC112656.1	0
IL21-AS1	0
RN7SKP151	0
hsa-miR-7978	0
AC090502.2	0
AL161727.1	0
ULK4P3	0
AL139424.2	0
AL109921.1	0
AP000879.1	0
ZDHHC3	0
ME3	0
AC087286.2	0
CCDC37-DT	0
TRGV9	0
AC114498.2	0
CCP110	0
CREM	0
AC069277.2	0
MARK1	0
GNA11	0
CENPT	0
IGLV7-46	0
AC007529.2	0
GPAT3	0
KDM2A	0
NOP14	0
SHLD2P3	0
AP001442.1	0
FCRLB	0
AC125603.3	0
SPINK1	0
LINC00554	0
ANKRD27	0
RBM15.8	0
MC4R	0
PRR14	0
AC005096.1	0
EDDM13	0
ABCA9	0
NOP53	0
SPTBN1.3	0
AC106799.2	0
C1orf122	0
TRAF3	0
AC112498.1	0
LINC00443	0
KIAA0319L.1	0
TEFM	0
hsa-miR-1252-5p	0
TSEN34	0
GATA2	0
SAMD1	0
DLGAP1-AS2	0
AC009244.1	0
SLC5A7	0
TFPT.4	0
hsa-miR-885-5p	0
OSBPL10-AS1	0
AC006058.4	0
LINC02136	0
CNPY4	0
AC132186.1	0
AC087289.5	0
HSPH1.1	0
AL024474.1	0
RN7SL553P	0
AL161740.1	0
UBL4A	0
GBP2.1	0
AGRN	0
CYP2S1.1	0
EML4	0
PSMA5.1	0
AC104777.1	0
VIM.16	0
ARFGEF3.1	0
MYO15B.4	0
LACTBL1	0
AL671762.1	0
LIPE.2	0
AC015982.2	0
TAAR2	0
AC020910.5	0
KLHL6	0
HRC	0
AC079336.1	0
PAGR1	0
CD300LF	0
SLC37A4	0
IFIT3.1	0
H3C4	0
COL9A1	0
ICAM2	0
TBCAP1	0
WASHC2C	0
YAF2.2	0
C1QA.1	0
GBP2	0
IL4I1	0
AC020663.3	0
LINC02754	0
AARD	0
SNX16.1	0
LINC01781	0
AC000120.4	0
UVRAG	0
IGLV3-9	0
CLMN.5	0
USPL1	0
POTEJ	0
IRAK3	0
UBQLN4P1	0
CHRNE	0
AC004951.4	0
GMFG	0
MYH11.38	0
CLIP2	0
SIPA1L2.8	0
PHF11	0
ZNF30	0
RPL7P50	0
AC016027.4	0
MS4A10	0
EIF4EBP2.3	0
GCDH	0
SHANK3.13	0
RNASE8	0
PPIL4	0
XAB2	0
AC013451.2	0
LSP1.7	0
FAM8A1.1	0
NIBAN2	0
hsa-miR-5589-5p	0
PNISR.12	0
AL117382.2	0
CLDN23	0
KDM2B.7	0
MTND5P15	0
RN7SL285P	0
AP000894.2	0
ORM2	0
AL445465.1	0
AC022413.2	0
OR13C9	0
AC244394.1	0
FTH1P15	0
CTCFL	0
FOXK2.3	0
OR2B7P	0
AKAP8L	0
DDX17.4	0
MAP7D2.2	0
C2orf49.2	0
CSK.1	0
KCNQ1DN	0
AC004022.1	0
JMJD6	0
OLFM3	0
hsa-miR-20a-5p	0
PCDH11X	0
AC096637.3	0
AL590062.1	0
AKR1A1	0
UBA1.2	0
SLA2	0
AL356512.1	0
CFL1.5	0
ST14	0
AC005479.1	0
TEAD3	0
ATL2.1	0
MCHR2	0
GVQW3	0
CAPZA2	0
NCOA5.1	0
SLC4A4.12	0
YBX2P2	0
ADRA1A	0
EBP	0
AL137028.1	0
CHRNB2	0
AC004449.1	0
SLC16A7	0
AC025162.1	0
AC090936.1	0
IGKV1D-13	0
CNTN4	0
LINC00555	0
AC233728.2	0
KRT18.14	0
LRP2	0
RGL2.1	0
CHAMP1.27	0
AADAC	0
IL6R	0
MAP1B.57	0
AC010653.2	0
VBP1	0
AC025278.1	0
AL031587.4	0
AC068544.2	0
NARS2	0
MAPK13	0
EML3.1	0
AC104530.1	0
DNAAF5	0
AC010331.1	0
AL137230.3	0
CDH1	0
hsa-miR-3120-3p	0
ILF3	0
AC024075.2	0
recurrence_target.1	0
FNDC9	0
AC098588.3	0
ARF4P4	0
EVPL	0
SLC7A2	0
ZNF609.7	0
LINC02138	0
FCER1G.3	0
SLC22A1	0
OR4A47	0
POU2F1	0
LMNTD2	0
RNA5SP392	0
AC019254.1	0
AL034410.1	0
SPDYE7P	0
BCL9.6	0
NT5C1B	0
PRAMENP	0
AC013565.2	0
SPTBN1.12	0
USP20	0
CRYBG3.8	0
AC069307.1	0
AXIN2	0
DDX11L2	0
NFYC-AS1	0
AC079807.1	0
LINC02716	0
SNAPC4.1	0
EEA1	0
AC068946.1	0
FMO8P	0
CDK12	0
AC115485.1	0
CTBP1	0
SNCA	0
EEPD1.9	0
SRRM2.251	0
AC097103.1	0
SLC12A7	0
hsa-miR-6895-3p	0
AL121944.2	0
OR7E86P	0
AC008945.2	0
AL590226.1	0
AP006287.1	0
LMNB2.4	0
TM7SF2	0
TRIM24	0
TVP23CP2	0
CXorf21	0
AC011773.4	0
CNDP2	0
hsa-miR-138-2-3p	0
IGLV2-5	0
HDAC4	0
TBC1D3J	0
AC115837.1	0
SUN2.3	0
PPP1R37	0
TRAF7	0
NUS1P1	0
SF3B2.1	0
CDYL	0
NPM1.8	0
IVNS1ABP.1	0
hsa-miR-4646-3p	0
RRP36	0
CXADRP1	0
C4orf50	0
TXNDC15	0
AC006112.1	0
SCAP	0
hsa-miR-1269b	0
